current_path,current_category,recommended_action,recommended_target,risk,phase,manual_review_required,status,notes
.gitnexus/parsedfile-cache/fb06342ff247f56d03853655fc9fccc6d844f8a43c45f7d4ec89da1ea0a2e76f/fb06342ff247f56d03853655fc9fccc6d844f8a43c45f7d4ec89da1ea0a2e76f-w5-0.json,other,KEEP_REVIEW,.gitnexus/parsedfile-cache/fb06342ff247f56d03853655fc9fccc6d844f8a43c45f7d4ec89da1ea0a2e76f/fb06342ff247f56d03853655fc9fccc6d844f8a43c45f7d4ec89da1ea0a2e76f-w5-0.json,low,review,yes,pending,需要人工确认职责。
.gitnexus/parsedfile-cache/fb06342ff247f56d03853655fc9fccc6d844f8a43c45f7d4ec89da1ea0a2e76f/fb06342ff247f56d03853655fc9fccc6d844f8a43c45f7d4ec89da1ea0a2e76f-w5-1.json,other,KEEP_REVIEW,.gitnexus/parsedfile-cache/fb06342ff247f56d03853655fc9fccc6d844f8a43c45f7d4ec89da1ea0a2e76f/fb06342ff247f56d03853655fc9fccc6d844f8a43c45f7d4ec89da1ea0a2e76f-w5-1.json,low,review,yes,pending,需要人工确认职责。
.gitnexus/parsedfile-cache/index.json,other,KEEP_REVIEW,.gitnexus/parsedfile-cache/index.json,low,review,yes,pending,需要人工确认职责。
.gitnexus/run.cjs,other,KEEP_REVIEW,.gitnexus/run.cjs,low,review,yes,pending,需要人工确认职责。
AGENTS.md,other,KEEP_REVIEW,AGENTS.md,low,review,yes,pending,需要人工确认职责。
CLAUDE.md,other,KEEP_REVIEW,CLAUDE.md,low,review,yes,pending,需要人工确认职责。
README.md,other,KEEP_REVIEW,README.md,low,review,yes,pending,需要人工确认职责。
docs/.DS_Store,docs,KEEP_OR_RECLASSIFY,docs/.DS_Store,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/agent-guardrails/zmtg-agent-guardrails-v1.md,docs,KEEP_OR_RECLASSIFY,docs/agent-guardrails/zmtg-agent-guardrails-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/agent-guardrails/zmtg-pr-gatekeeper.md,docs,KEEP_OR_RECLASSIFY,docs/agent-guardrails/zmtg-pr-gatekeeper.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/agent-guardrails/zmtg-secret-migration-guard.md,docs,KEEP_OR_RECLASSIFY,docs/agent-guardrails/zmtg-secret-migration-guard.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/agent-guardrails/zmtg-ui-test-reviewer.md,docs,KEEP_OR_RECLASSIFY,docs/agent-guardrails/zmtg-ui-test-reviewer.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/ai-agent-governance.md,docs,KEEP_OR_RECLASSIFY,docs/ai-agent-governance.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/architecture/zmtg-new-project-architecture-design.md,docs,KEEP_OR_RECLASSIFY,docs/architecture/zmtg-new-project-architecture-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/.DS_Store,docs,KEEP_OR_RECLASSIFY,docs/design/.DS_Store,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/ai-usage-old-system-visual-parity-2026-06-19.md,docs,KEEP_OR_RECLASSIFY,docs/design/ai-usage-old-system-visual-parity-2026-06-19.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/2026-06-22-tenant-account-plan-entitlement-ui-design.md,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/2026-06-22-tenant-account-plan-entitlement-ui-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/01-tenant-management-entry.svg,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/01-tenant-management-entry.svg,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/02-create-tenant-form.svg,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/02-create-tenant-form.svg,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/03-plan-entitlement-preview.svg,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/03-plan-entitlement-preview.svg,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/04-submit-confirmation.svg,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/04-submit-confirmation.svg,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/05-tenant-detail-snapshot.svg,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/05-tenant-detail-snapshot.svg,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/06-product-plan-matrix.svg,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/06-product-plan-matrix.svg,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-01-tenant-overview-list.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-01-tenant-overview-list.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-02-filtered-risk-list.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-02-filtered-risk-list.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-03-tenant-detail-snapshot.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-03-tenant-detail-snapshot.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-04-create-tenant-step1.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-04-create-tenant-step1.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-05-create-tenant-step2.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-05-create-tenant-step2.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-06-create-tenant-step3.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-06-create-tenant-step3.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-07-create-tenant-success.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-07-create-tenant-success.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-08-authorization-risk.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-08-authorization-risk.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/tenant-account-plan-entitlement/images/v11-09-empty-state.png,docs,KEEP_OR_RECLASSIFY,docs/design/tenant-account-plan-entitlement/images/v11-09-empty-state.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/workspace-ui-redesign/institution-actual-desktop.png,docs,KEEP_OR_RECLASSIFY,docs/design/workspace-ui-redesign/institution-actual-desktop.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/workspace-ui-redesign/institution-actual-mobile.png,docs,KEEP_OR_RECLASSIFY,docs/design/workspace-ui-redesign/institution-actual-mobile.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/workspace-ui-redesign/institution-preview.png,docs,KEEP_OR_RECLASSIFY,docs/design/workspace-ui-redesign/institution-preview.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/workspace-ui-redesign/platform-actual-desktop.png,docs,KEEP_OR_RECLASSIFY,docs/design/workspace-ui-redesign/platform-actual-desktop.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/workspace-ui-redesign/platform-actual-mobile.png,docs,KEEP_OR_RECLASSIFY,docs/design/workspace-ui-redesign/platform-actual-mobile.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/design/workspace-ui-redesign/platform-preview.png,docs,KEEP_OR_RECLASSIFY,docs/design/workspace-ui-redesign/platform-preview.png,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/dev/local-acceptance-env.md,docs,KEEP_OR_RECLASSIFY,docs/dev/local-acceptance-env.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/2026-05-29.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/2026-05-29.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/2026-05-31.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/2026-05-31.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/2026-06-03.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/2026-06-03.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/2026-06-04.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/2026-06-04.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/2026-06-06.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/2026-06-06.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/2026-06-07.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/2026-06-07.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/2026-06-08.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/2026-06-08.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/2026-06-19.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/2026-06-19.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/devlog/README.md,docs,KEEP_OR_RECLASSIFY,docs/devlog/README.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/implementation/v08-04f-fa-trusted-reachout-safety-foundation-01.md,docs,KEEP_OR_RECLASSIFY,docs/implementation/v08-04f-fa-trusted-reachout-safety-foundation-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/operations/codex-autonomous-workflow.md,docs,KEEP_OR_RECLASSIFY,docs/operations/codex-autonomous-workflow.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/operations/drizzle-migration-snapshot-strategy.md,docs,KEEP_OR_RECLASSIFY,docs/operations/drizzle-migration-snapshot-strategy.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/operations/local-development.md,docs,KEEP_OR_RECLASSIFY,docs/operations/local-development.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/operations/production-migration-runbook.md,docs,KEEP_OR_RECLASSIFY,docs/operations/production-migration-runbook.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/operations/wecom-customer-broadcast-task-proof-runbook.md,docs,KEEP_OR_RECLASSIFY,docs/operations/wecom-customer-broadcast-task-proof-runbook.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/operations/wecom-production-secret-runbook.md,docs,KEEP_OR_RECLASSIFY,docs/operations/wecom-production-secret-runbook.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/operations/wecom-real-send-proof-foundation-runbook.md,docs,KEEP_OR_RECLASSIFY,docs/operations/wecom-real-send-proof-foundation-runbook.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-10-product-state-baseline-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-10-product-state-baseline-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-11-v1-feature-gap-baseline-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-11-v1-feature-gap-baseline-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-14-v1-knowledge-base-ai-provider-safety-adapter-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-14-v1-knowledge-base-ai-provider-safety-adapter-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-14-v1-knowledge-base-controlled-trial-acceptance-10-5.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-14-v1-knowledge-base-controlled-trial-acceptance-10-5.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-14-v1-knowledge-base-controlled-trial-readiness-10-4.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-14-v1-knowledge-base-controlled-trial-readiness-10-4.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-14-v1-knowledge-base-controlled-trial-release-package-10-6.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-14-v1-knowledge-base-controlled-trial-release-package-10-6.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-14-v1-knowledge-base-final-acceptance-handoff-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-14-v1-knowledge-base-final-acceptance-handoff-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-14-v1-knowledge-base-production-governance-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-14-v1-knowledge-base-production-governance-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-06-14-v1-knowledge-base-real-file-parser-10-3.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-06-14-v1-knowledge-base-real-file-parser-10-3.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-07-12-v08-05b-wecom-broadcast-proof-closure.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-07-12-v08-05b-wecom-broadcast-proof-closure.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-07-12-v08-05c-a-wecom-customer-data-contract.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-07-12-v08-05c-a-wecom-customer-data-contract.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-07-12-v08-05c-wecom-customer-data-governance-readonly-plan.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-07-12-v08-05c-wecom-customer-data-governance-readonly-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-07-13-v08-05c-e-wecom-customer-mapping-manual-review.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-07-13-v08-05c-e-wecom-customer-mapping-manual-review.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-07-13-v08-05c-e1-mapping-domain-replan.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-07-13-v08-05c-e1-mapping-domain-replan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-07-13-v08-05c-e1-mapping-domain-safety-blockers.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-07-13-v08-05c-e1-mapping-domain-safety-blockers.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-07-13-v08-05c-e1-runtime-contract-gap-closure.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-07-13-v08-05c-e1-runtime-contract-gap-closure.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/2026-07-14-v08-05c-e3-wecom-mapping-manual-review-action-contract.md,docs,KEEP_OR_RECLASSIFY,docs/product/2026-07-14-v08-05c-e3-wecom-mapping-manual-review-action-contract.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/README.md,docs,KEEP_OR_RECLASSIFY,docs/product/README.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/acceptance/2026-07-06-v06-kb-end-to-end-acceptance-04a.md,docs,KEEP_OR_RECLASSIFY,docs/product/acceptance/2026-07-06-v06-kb-end-to-end-acceptance-04a.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/acceptance/2026-07-06-v06-kb-pilot-readiness-04c.md,docs,KEEP_OR_RECLASSIFY,docs/product/acceptance/2026-07-06-v06-kb-pilot-readiness-04c.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/baselines/2026-07-06-v06-followup-baseline-00.md,docs,KEEP_OR_RECLASSIFY,docs/product/baselines/2026-07-06-v06-followup-baseline-00.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/baselines/2026-07-06-v06-kb-closeout-baseline-04d.md,docs,KEEP_OR_RECLASSIFY,docs/product/baselines/2026-07-06-v06-kb-closeout-baseline-04d.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/baselines/2026-07-07-v06-followup-pilot-ready-closeout-01e.md,docs,KEEP_OR_RECLASSIFY,docs/product/baselines/2026-07-07-v06-followup-pilot-ready-closeout-01e.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/baselines/2026-07-07-v06-pilot-ready-system-closeout.md,docs,KEEP_OR_RECLASSIFY,docs/product/baselines/2026-07-07-v06-pilot-ready-system-closeout.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/baselines/2026-07-08-v07-pilot-readiness-and-final-closeout-05.md,docs,KEEP_OR_RECLASSIFY,docs/product/baselines/2026-07-08-v07-pilot-readiness-and-final-closeout-05.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/baselines/2026-07-08-v07-wecom-customer-operations-closeout-04g.md,docs,KEEP_OR_RECLASSIFY,docs/product/baselines/2026-07-08-v07-wecom-customer-operations-closeout-04g.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/contracts/v1-audit-coverage-matrix-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/contracts/v1-audit-coverage-matrix-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/contracts/v1-dashboard-metrics-contract-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/contracts/v1-dashboard-metrics-contract-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/contracts/v1-field-whitelist-contract-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/contracts/v1-field-whitelist-contract-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/contracts/v1-manual-confirm-contract-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/contracts/v1-manual-confirm-contract-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/contracts/v1-opportunity-contract-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/contracts/v1-opportunity-contract-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/copy/v1-dashboard-empty-state-copy-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/copy/v1-dashboard-empty-state-copy-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/demo/2026-07-07-v06-demo-data-and-pilot-script-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/demo/2026-07-07-v06-demo-data-and-pilot-script-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/demo/2026-07-07-v06-demo-seed-low-sensitive-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/demo/2026-07-07-v06-demo-seed-low-sensitive-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/handoffs/2026-06-12-v1-readonly-demo-internal-handoff-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/handoffs/2026-06-12-v1-readonly-demo-internal-handoff-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-09-v1-feature-flag-rbac-guard-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-09-v1-feature-flag-rbac-guard-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-09-v1-opportunity-readonly-ui-guard-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-09-v1-opportunity-readonly-ui-guard-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-10-v1-opportunity-readonly-api-guard-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-10-v1-opportunity-readonly-api-guard-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-10-v1-opportunity-readonly-closeout-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-10-v1-opportunity-readonly-closeout-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-10-v1-opportunity-readonly-field-whitelist-enforcement-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-10-v1-opportunity-readonly-field-whitelist-enforcement-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-11-v1-ai-knowledge-runtime-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-11-v1-ai-knowledge-runtime-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-11-v1-knowledge-base-feature-flag-rbac-tenant-guard-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-11-v1-knowledge-base-feature-flag-rbac-tenant-guard-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-11-v1-knowledge-base-retrieval-embedding-vector-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-11-v1-knowledge-base-retrieval-embedding-vector-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-11-v1-knowledge-base-upload-parse-chunk-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-11-v1-knowledge-base-upload-parse-chunk-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-12-v1-real-his-credential-customer-data-preflight-review-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-12-v1-real-his-credential-customer-data-preflight-review-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/product/plans/2026-06-12-v1-workspace-kb-dashboard-integration-preflight-01.md,docs,KEEP_OR_RECLASSIFY,docs/product/plans/2026-06-12-v1-workspace-kb-dashboard-integration-preflight-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
